 27, 6, 0.533616068,0.64,4985122,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,4985122,374753,133768,0,-53879,-65987,-68766,-69524, 0.104341707
 28, 6, 0.533616068,0.56,1000235,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,1000235,53267,22767,0,-11645,-15091,-15828,-16082, 0.103878135
 29, 6, 0.533616068,0.56,12490504,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,12490504,1232620,475351,120573,0,-28761,-30013,-32517, 0.082606621
 30, 6, 0.533616068,0.58,5129724,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,5129724,246524,95070,24115,0,-5752,-6002,-6503, 0.082192818
 31, 7, 0.469673550,0.62,4998650,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,4998650,503640,201280,59625,11484,0,-500,-1500, 0.070436002
 32, 7, 0.469673550,0.60,2056990,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,2056990,74993,26769,0,-10782,-13205,-13761,-13913, 0.103496193
 33, 7, 0.469673550,0.50,14992127,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,14992127,1377373,564422,152512,0,-35274,-40159,-42790, 0.082614410
 34, 7, 0.469673550,0.58,17695587,0.2550,0.6800,0.0418,0.0174,0.0058,0.0000,0.0000,0.0000,17695587,0,-551397,-809724,-897517,-918459,-919371,-921194, 0.362607133
 35, 8, 0.595997420,0.66,4995685,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,4995685,362909,171932,52294,0,-15148,-17230,-18379, 0.082534598
 36, 9, 0.577888398,0.66,12497500,0.0002,0.0000,0.0001,0.0007,0.0026,0.0763,0.9084,0.0117,12497500,1260312,504434,150308,29958,1249,0,-2500, 0.060223973
 37,10, 0.600510467,0.76,1025273,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,1025273,33635,18628,7425,1696,0,-363,-488, 0.070338278
 38,10, 0.600510467,0.72,1025754,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,1025754,42493,18603,5341,0,-1201,-1476,-1551, 0.082200373
 39,11, 0.524554573,0.56,5127598,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,5127598,168249,93180,37144,8482,0,-1813,-2438, 0.070338304
 40,11, 0.524554573,0.64,24983755,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,24983755,2465511,950805,241171,0,-57529,-60033,-65043, 0.082606616
 41,12, 0.529189933,0.54,999749,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,999749,75451,37329,13455,3021,0,-415,-644, 0.070466339
 42,12, 0.529189933,0.58,5008390,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,5008390,178953,98745,0,-57151,-76208,-79920,-81235, 0.103578907
 43,12, 0.529189933,0.70,1025429,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,1025429,49274,19002,4819,0,-1150,-1200,-1300, 0.082192705
 44,13, 0.520122363,0.66,9990954,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,9990954,917902,376139,101635,0,-23506,-26762,-28516, 0.082614411
 45,14, 0.614979674,0.60,5130501,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,5130501,212557,93053,26718,0,-6005,-7383,-7759, 0.082200447
 46,15, 0.499899990,0.54,1998590,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,1998590,183616,75242,20330,0,-4703,-5354,-5705, 0.082614358
 47,16, 0.537466417,0.50,10034764,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,10034764,828178,278529,0,-103138,-126990,-130296,-132075, 0.104479508
 48,16, 0.537466417,0.60,5129691,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,5129691,160261,84961,28751,0,-8508,-10326,-10953, 0.082163858
 49,17, 0.485437947,0.52,2052012,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,2052012,98615,38030,9646,0,-2301,-2401,-2602, 0.082192802
 50,19, 0.656328170,0.60,999830,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,999830,100738,40260,11926,2297,0,-100,-300, 0.070436000
 51,21, 0.539856669,0.56,9997850,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,9997850,939858,398982,124934,23467,0,-3250,-5000, 0.070434744
 52,21, 0.539856669,0.70,9997357,0.0664,0.0304,0.8320,0.0652,0.0043,0.0013,0.0003,0.0001,9997357,395275,0,-247847,-356245,-387658,-391979,-394361, 0.165766222
 53,21, 0.539856669,0.70,5134293,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,5134293,223793,71397,0,-24264,-30052,-30304,-30808, 0.103629723
 54,21, 0.539856669,0.72,4994953,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,4994953,492925,190093,48217,0,-11501,-12002,-13003, 0.082606625
 55,21, 0.539856669,0.60,5469549,0.2550,0.6800,0.0418,0.0174,0.0058,0.0000,0.0000,0.0000,5469549,0,-326569,-492045,-553316,-567487,-569451,-570507, 0.360352194
 56,22, 0.547089488,0.50,25642536,0.0002,0.0000,0.0001,0.0007,0.0026,0.0763,0.9084,0.0117,25642536,1260426,504480,150322,29961,1250,0,-2500, 0.060211687
 57,22, 0.547089488,0.50,15460851,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,15460851,674211,215094,0,-73100,-90538,-91297,-92815, 0.103630138
 58,22, 0.547089488,0.72,4981672,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,4981672,319880,123532,0,-55920,-70553,-73775,-74787, 0.104109883
 59,22, 0.547089488,0.60,2051553,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,2051553,98588,38020,9643,0,-2301,-2401,-2601, 0.082192758
 60,22, 0.547089488,0.48,24993001,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,24993001,2466424,951157,241260,0,-57550,-60055,-65066, 0.082606616
 61,23, 0.618891972,0.60,10256654,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,10256654,503706,201306,59633,11485,0,-500,-1500, 0.070315030
 62,23, 0.618891972,0.64,1994219,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,1994219,164596,55354,0,-20495,-25235,-25892,-26246, 0.104479650
 63,23, 0.618891972,0.68,15383282,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,15383282,739225,285076,72310,0,-17248,-17999,-19501, 0.082192780
 64,24, 0.566083033,0.66,2519409,0.0664,0.0304,0.8320,0.0652,0.0043,0.0013,0.0003,0.0001,2519409,41159,0,-50672,-79999,-89778,-91683,-92358, 0.165387847
 65,24, 0.566083033,0.58,4997501,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,4997501,406867,180071,52878,0,-14264,-16334,-17462, 0.082576856
 66,24, 0.566083033,0.50,2263844,0.2550,0.6800,0.0418,0.0174,0.0058,0.0000,0.0000,0.0000,2263844,0,-112029,-174793,-200862,-207891,-208907,-209463, 0.361073400
 67,26, 0.549627870,0.54,5128073,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,5128073,251835,100646,29814,5742,0,-250,-750, 0.070315026
 68,26, 0.549627870,0.66,5127844,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,5127844,251820,100640,29813,5742,0,-250,-750, 0.070315029
 69,26, 0.549627870,0.46,38563681,0.0664,0.0304,0.8320,0.0652,0.0043,0.0013,0.0003,0.0001,38563681,2430524,0,-1138691,-1525678,-1617989,-1622008,-1630046, 0.166149294
 70,26, 0.549627870,0.60,10289729,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,10289729,448629,143127,0,-48642,-60245,-60750,-61761, 0.103629971
 71,26, 0.549627870,0.68,4997851,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,4997851,406888,180083,52882,0,-14265,-16335,-17463, 0.082576856
 72,26, 0.549627870,0.52,2052212,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,2052212,64118,33991,11502,0,-3404,-4132,-4383, 0.082163850
 73,26, 0.549627870,0.62,26324388,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,26324388,0,0,0,0,0,0,0, 0.081800000
 74,27, 0.494741876,0.58,5128176,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,5128176,168284,93200,37151,8484,0,-1813,-2438, 0.070338321
 75,27, 0.494741876,0.56,1025874,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,1025874,49300,19012,4822,0,-1151,-1201,-1301, 0.082192743
 76,28, 0.551276242,0.54,2051110,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,2051110,67303,37274,14858,3393,0,-725,-975, 0.070338309
 77,28, 0.551276242,0.64,2149007,0.2550,0.6800,0.0418,0.0174,0.0058,0.0000,0.0000,0.0000,2149007,0,-128310,-193325,-217399,-222966,-223738,-224154, 0.360352213
 78,30, 0.528574412,0.56,37500750,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,37500750,3272171,1483034,489907,89894,0,-20631,-26260, 0.070433492
 79,30, 0.528574412,0.58,10264888,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,10264888,493403,190277,48264,0,-11513,-12014,-13016, 0.082192886
 80,31, 0.506667957,0.54,4995602,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,4995602,412311,138662,0,-51344,-63218,-64863,-65749, 0.104479573
 81,31, 0.506667957,0.66,2051258,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,2051258,98572,38014,9642,0,-2300,-2400,-2600, 0.082192782
 82,32, 0.515420819,0.56,5052895,0.0664,0.0304,0.8320,0.0652,0.0043,0.0013,0.0003,0.0001,5052895,237734,0,-133381,-188853,-203820,-205993,-207176, 0.165879729
 83,32, 0.515420819,0.44,2052727,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,2052727,98658,38047,9650,0,-2302,-2402,-2603, 0.082192833
 84,33, 0.629671116,0.64,26536093,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,26536093,0,0,0,0,0,0,0, 0.102700000
 85,34, 0.562739112,0.54,25640879,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,25640879,1259201,503240,149075,28711,0,-1250,-3750, 0.070315027
 86,35, 0.519736555,0.70,4997800,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,4997800,469826,199446,62452,11730,0,-1625,-2500, 0.070434732
 87,36, 0.539483169,0.52,4999595,0.0002,0.0000,0.0001,0.0007,0.0026,0.0763,0.9084,0.0117,4999595,346554,187954,73277,18550,3198,0,-1021, 0.060270082
 88,36, 0.539483169,0.54,2052175,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,2052175,98626,38034,9647,0,-2301,-2402,-2602, 0.082192817
 89,37, 0.476526705,0.62,1999770,0.0001,0.0000,0.0000,0.0002,0.0000,0.0073,0.0706,0.9218,1999770,188898,80764,25976,5691,1000,350,0, 0.050118605
 90,38, 0.520123442,0.70,14972241,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,14972241,961341,371260,0,-168068,-212048,-221733,-224774, 0.104109803
 91,40, 0.649313247,0.68,37492126,0.0002,0.0001,0.0013,0.0050,0.0507,0.9183,0.0239,0.0005,37492126,3271419,1482693,489794,89873,0,-20626,-26254, 0.070433491
 92,41, 0.481229836,0.64,2051140,0.0001,0.0000,0.0000,0.0002,0.0000,0.0073,0.0706,0.9218,2051140,68221,38217,15820,4365,974,250,0, 0.050113614
 93,41, 0.481229836,0.64,1025650,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,1025650,32038,16984,5747,0,-1701,-2065,-2190, 0.082163753
 94,42, 0.451027457,0.70,5133407,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,5133407,88949,49082,0,-28407,-37879,-39724,-40378, 0.103126232
 95,43, 0.513285983,0.54,5014170,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,5014170,450770,143810,0,-48874,-60533,-61040,-62055, 0.104617529
 96,44, 0.538011222,0.64,25640748,0.0002,0.0000,0.0001,0.0007,0.0026,0.0763,0.9084,0.0117,25640748,1260325,504439,150310,29958,1249,0,-2500, 0.060211685
 97,44, 0.538011222,0.62,998991,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,998991,98585,38019,9644,0,-2300,-2400,-2600, 0.082606669
 98,46, 0.502353852,0.64,15424028,0.0127,0.0055,0.0705,0.8512,0.0545,0.0050,0.0005,0.0001,15424028,398465,170311,0,-87111,-112891,-118399,-120300, 0.103271527
 99,46, 0.502353852,0.70,1025306,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,1025306,32022,16976,5745,0,-1700,-2063,-2188, 0.082163749
100,48, 0.567886176,0.56,10269177,0.0018,0.0016,0.0080,0.0488,0.8849,0.0520,0.0024,0.0005,10269177,233267,154023,56464,0,-18827,-22495,-23794, 0.082122905
